사업장명,인허가일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,방지시설연간가동일수,방지시설조업시간,배출시설연간가동일수,배출시설조업시간,업종명,종별명,주생산품명,환경업무구분명,정제지번주소,정제도로명주소,정제우편번호
(주)신아물산,19010101,폐업 등,20040104,,,,,,,,,,4종,,대기배출업소관리,대구광역시 북구 관음동 1동 907-2,,702051
경창정공(주)(구.경창브레이크),19880819,폐업 등,20040104,,,,,,,,,,5종,,대기배출업소관리,대구광역시 북구 관음동 887-13,,702030
경상금속,19010101,폐업 등,20040104,,,,,,,,,,5종,,대기배출업소관리,대구광역시 북구 관음동 3가 1098,,702083
대중사우스밴드(주),19010101,폐업 등,20040104,,,,,,,,,,4종,,대기배출업소관리,대구광역시 북구 관음동 3가 201-3,,702083
영진금속공업사,19920908,폐업 등,20040104,,,,,,,,,,5종,,대기배출업소관리,대구광역시 북구 노원동3가 512번지,대구광역시 북구 팔달북로 97  (노원동3가),702083
"영진금속도금(구,영진도금)",19890416,폐업 등,20040113,,,,,,,,,,5종,,대기배출업소관리,대구광역시 북구 노원동3가 415-2번지,,702083
알파산업,19990908,폐업 등,20040115,,,,,,,,,플라스틱제품 제조업,5종,,대기배출업소관리,대구광역시 북구 산격동 316-7번지,,702010
"부광산업사(구,삼공산업사)",19941115,폐업 등,20040531,,,,,,,,,,4종,,대기배출업소관리,대구광역시 북구 노원동3가 182-1번지,,702083
신안착색,20000222,운영중,,,,,,,,,,기타 금속처리업,4종,,대기배출업소관리,대구광역시 북구 노원동3가 1200-8번지,대구광역시 북구 오봉로 165-20 (노원동3가),
영광정공,19991218,운영중,,,,,,,,,,도금업,4종,,대기배출업소관리,대구광역시 북구 침산동 836-1번지,,702050
석근산업사,19950328,폐업 등,20160418,,,,,,,,,,5종,,대기배출업소관리,대구광역시 북구 노원동3가 550-1번지,,
진성산업사,19981001,폐업 등,20030724,,,,,,,,,,5종,,대기배출업소관리,대구광역시 북구 노원동3가 60번지,대구광역시 북구 노원로17길 76  (노원동3가),702083
세창산업,20010330,폐업 등,20031007,,,,,,,,,,5종,,대기배출업소관리,대구광역시 북구 노원동3가 187-1번지,,702083
대동알미늄,19860612,폐업 등,20011121,,,,,,,,,,,,대기배출업소관리,대구광역시 북구 팔달동 13-4번지,,702290
한영산업,19960705,폐업 등,20020226,,,,,,,,,,4종,,대기배출업소관리,대구광역시 북구 침산동 1066-2번지,대구광역시 북구 노원로40길 10  (침산동),702050
진영산업,19871212,폐업 등,20011015,,,,,,,,,,4종,,대기배출업소관리,대구광역시 북구 노원동3가 544-1번지,대구광역시 북구 팔달로7길 5  (노원동3가),702083
대광금속,19970801,폐업 등,20010126,,,,,,,,,,4종,,대기배출업소관리,대구광역시 북구 노원동3가 191-10번지,대구광역시 북구 3공단로25길 6  (노원동3가),702083
극동주물공업사,19811006,폐업 등,20031229,,,,,,,,,,5종,,대기배출업소관리,대구광역시 북구 노원동3가 1049번지,대구광역시 북구 노원로 116  (노원동3가),702083
금호산업,19010101,폐업 등,20040104,,,,,,,,,,3종,,대기배출업소관리,대구광역시 북구 관음동 3가 184-1,,702083
기흥포장공업사,19840501,폐업 등,19970704,,,,,,,,,,4종,,대기배출업소관리,대구광역시 북구 노원동3가 301번지,대구광역시 북구 노원로9길 17-14  (노원동3가),702083
대구샌딩,19010101,폐업 등,20040104,,,,,,,,,,5종,,대기배출업소관리,대구광역시 북구 관음동 3가 207-2,,702083
대동기업사,19010101,폐업 등,20040104,,,,,,,,,,5종,,대기배출업소관리,대구광역시 북구 관음동 3가 228-6,,702083
삼양지공(주),19010101,폐업 등,20040104,,,,,,,,,,3종,,대기배출업소관리,대구광역시 북구 관음동 1393-79,,702030
세안정공,19010101,폐업 등,20040104,,,,,,,,,,5종,,대기배출업소관리,대구광역시 북구 관음동 3가 58-5,,702083
수이성산업,19990128,폐업 등,20040104,,,,,,,,,,5종,,대기배출업소관리,대구광역시 북구 노원동3가 197번지,대구광역시 북구 3공단로 121  (노원동3가),702083
영화섬유(구.덕영섬유),19861107,폐업 등,20040104,,,,,,,,,,5종,,대기배출업소관리,대구광역시 북구 침산동 1107번지,대구광역시 북구 오봉로24길 29  (침산동),702050
종합도색,19010101,폐업 등,20040104,,,,,,,,,,5종,,대기배출업소관리,대구광역시 북구 관음동 3가 653-1,,702083
해창산업,19871223,폐업 등,20040104,,,,,,,,,,5종,,대기배출업소관리,대구광역시 북구 노원동3가 545-3번지,대구광역시 북구 팔달로 29  (노원동3가),702083
현대고주파열처리,19010101,폐업 등,20040104,,,,,,,,,,5종,,대기배출업소관리,대구광역시 북구 관음동 3가 1108-1,,702083
"화성금속(구,화승도금)",19970711,폐업 등,20040104,,,,,,,,,,5종,,대기배출업소관리,대구광역시 북구 노원동3가 151번지,대구광역시 북구 노원로23길 9  (노원동3가),702083
(주)동서목재,19810630,폐업 등,20011129,,,,,,,,,제재 및 목재 가공업,5종,,대기배출업소관리,대구광역시 수성구 사월동 610번지,,706160
(주)삼우대구공장,20000509,폐업 등,20130613,,,,,,,,,"시멘트, 석회, 플라스터 및 그 제품 제조업",5종,,대기배출업소관리,대구광역시 수성구 사월동 447번지,,
(주)대왕레미콘,19860117,운영중,,,,,,,,,,레미콘 제조업,4종,,대기배출업소관리,대구광역시 수성구 욱수동 5번지,대구광역시 수성구 욱수천로 54  (욱수동),706180
유일산업,19860321,폐업 등,20011222,,,,,,,,,섬유사 및 직물호부처리업,4종,,대기배출업소관리,대구광역시 수성구 사월동 367-3번지,대구광역시 수성구 달구벌대로661길 20  (사월동),706160
태광목재,19900820,폐업 등,19940225,,,,,,,,,제재 및 목재 가공업,5종,,대기배출업소관리,대구광역시 수성구 사월동 505번지,,706160
동일자동차정비공장,19900503,폐업 등,20050207,,,,,,,,,자동차 전문 수리업,5종,,대기배출업소관리,대구광역시 수성구 신매동 54번지,,706170
(주)신일,19910131,폐업 등,20050310,,,,,,,,,그외 기타 유리제품 제조업,4종,,대기배출업소관리,대구광역시 수성구 사월동 499번지,,706160
대우수성정비서비스(주),19901024,폐업 등,20060404,,,,,,,,,,5종,,대기배출업소관리,대구광역시 수성구 사월동 386번지,,
지산시영3차단지,19910918,운영중,,,,,,,,,,,3종,,대기배출업소관리,대구광역시 수성구 지산동 1288번지,대구광역시 수성구 용학로 303  (지산동),
(주)백산아스콘,19920131,운영중,,,,,,,,,,,3종,,대기배출업소관리,대구광역시 수성구 욱수동 11-4번지,대구광역시 수성구 욱수천로 54-10 (욱수동),706180
주택관리공단(주)황금3관리소,19920418,운영중,,,,,,,,,,,3종,,대기배출업소관리,대구광역시 수성구 황금동 455번지,,
고산자동차정비공장,19920619,폐업 등,20031231,,,,,,,,,자동차 전문 수리업,5종,,대기배출업소관리,대구광역시 수성구 신매동 53번지,,706170
대구시설관리공단 장묘사업소,20000118,폐업 등,20070102,,,,,,,,,기타 사회서비스 관리 행정,4종,,대기배출업소관리,대구광역시 수성구 고모동 산 113-3번지,대구광역시 수성구 달구벌대로541길 47  (고모동),706120
덕성산업,19930915,폐업 등,20040701,,,,,,,,,그외 기타 비금속광물 광업,4종,,대기배출업소관리,대구광역시 수성구 욱수동 40번지,대구광역시 수성구 욱수천로 20-11  (욱수동),706180
조일알미늄공업(주),19841030,폐업 등,20041116,,,,,,,,,"기타 비철금속 제련, 정련 및 합금 제조업",1종,,대기배출업소관리,대구광역시 수성구 사월동 550번지,대구광역시 수성구 달구벌대로669길 50  (사월동),706160
미림통상(주),19911205,폐업 등,20050303,,,,,,,,,기타 섬유제품 제조업,3종,,대기배출업소관리,대구광역시 수성구 사월동 30-1번지,,706160
범물1단지아파트,19920314,운영중,,,,,,,,,,,3종,,대기배출업소관리,대구광역시 수성구 범물동 1261번지,대구광역시 수성구 용학로 336  (범물동),
지산시영4차단지,19910909,운영중,,,,,,,,,,,3종,,대기배출업소관리,대구광역시 수성구 지산동 1297-3번지,대구광역시 수성구 용학로 313  (지산동),
동양염공(주),19930315,폐업 등,20040117,,,,,,,,,기타 섬유제품 제조업,1종,,대기배출업소관리,대구광역시 수성구 신매동 30번지,,706170
대구시보건환경연구원,,폐업 등,20021104,,,,,,,,,정부기관 일반 보조 행정,5종,,대기배출업소관리,대구광역시 수성구 지산동 771번지,대구광역시 수성구 무학로 215  (지산동),706091
제6335부대,19960714,폐업 등,20060421,,,,,,,,,국방 행정,5종,,대기배출업소관리,대구광역시 수성구 가천동 산 27번지,,706110
방공포병학교,19990420,폐업 등,20040308,,,,,,,,,국방 행정,4종,,대기배출업소관리,대구광역시 수성구 이천동 산 62-2번지,대구광역시 수성구 달구벌대로568길 40  (이천동),706210
희수엔지니어링,,폐업 등,20030728,,,,,,,,,그외 기타 조립금속제품 제조업,5종,,대기배출업소관리,대구광역시 수성구 사월동 401번지,,706160
삼보산업,,폐업 등,20040426,,,,,,,,,그외 기타 비금속광물 광업,4종,,대기배출업소관리,대구광역시 수성구 사월동 531번지,,706160
대구고등검찰청,20000601,폐업 등,20060921,,,,,,,,,사법 및 공공질서 행정,5종,,대기배출업소관리,대구광역시 수성구 범어동 458-2번지,대구광역시 수성구 동대구로 364  (범어동),706714
(주)삼우 대구공장,20050110,운영중,,,,,,,,,,,5종,,대기배출업소관리,대구광역시 수성구 사월동 447번지,,
대구구치소,20001014,폐업 등,20051209,,,,,,,,,사법 및 공공질서 행정,5종,,대기배출업소관리,대구광역시 수성구 만촌동 768-1번지,대구광역시 수성구 달구벌대로541길 36  (만촌동),706806
육군6619부대,20001014,폐업 등,20030401,,,,,,,,,,5종,,대기배출업소관리,대구광역시 수성구 만촌동 1496-3번지,,
대구지방경찰청,20001212,폐업 등,20061228,,,,,,,,,,5종,,대기배출업소관리,대구광역시 수성구 지산동 720번지,대구광역시 수성구 무학로 227  (지산동),706705
대구지방경찰청(보안수사대),20001218,폐업 등,20040112,,,,,,,,,경찰,5종,,대기배출업소관리,대구광역시 수성구 범어동 산 413-1번지,,706010
대구지방경찰청(전투경찰대),20001218,폐업 등,20040402,,,,,,,,,,5종,,대기배출업소관리,대구광역시 수성구 파동 581-34번지,,706847
대림직물,20010214,폐업 등,20031016,,,,,,,,,섬유제품 제조업 봉제의복 제외,5종,,대기배출업소관리,대구광역시 수성구 사월동 414번지,대구광역시 수성구 달구벌대로659길 17-5  (사월동),706160
(주)삼우 대구공장,20060512,폐업 등,20130613,,,,,,,,,,4종,,대기배출업소관리,대구광역시 수성구 사월동 447번지,,
(주)동영산업(주)진흥교통자가2급정비공장,20010327,폐업 등,20051129,,,,,,,,,자동차 수리업,5종,,대기배출업소관리,대구광역시 수성구 두산동 111번지,,706080
(주)동영산업(주)진흥교통 자가2급정비공장,20051128,폐업 등,20051129,,,,,,,,,,,,대기배출업소관리,대구광역시 수성구 두산동 111번지,,706800
조일알미눔공업(주),20041118,폐업 등,20040608,,,,,,,,,,,,대기배출업소관리,대구광역시 수성구 사월동 550번지,대구광역시 수성구 달구벌대로669길 50  (사월동),706160
(주)경동기업 자가2급정비공장,20050411,운영중,,,,,,,,,,,5종,,대기배출업소관리,대구광역시 수성구 두산동 6번지,대구광역시 수성구 청수로 92 (두산동),
(주)제철,20031127,폐업 등,20081118,,,,,,,,,금속문 및 관련제품 제조업,5종,,대기배출업소관리,대구광역시 달서구 갈산동 976-7번지,,704170
(주)대한실업 대구지점,20040630,폐업 등,20040727,,,,,,,,,,4종,,대기배출업소관리,대구광역시 달서구 월암동 1075번지,대구광역시 달서구 성서공단로 236  (월암동),704320
(주)삼우무역성서공장,,폐업 등,20081118,,,,,,,,,고무 및 플라스틱제품 제조업,5종,,대기배출업소관리,대구광역시 달서구 대천동 597-4번지,,704801
형제금속공업사,,폐업 등,20081118,,,,,,,,,기타 특수목적용 기계 제조업,4종,,대기배출업소관리,대구광역시 달서구 갈산동 358-89번지,,704900
그린수지,20030919,폐업 등,20111121,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달서구 이곡동 918-22번지,대구광역시 달서구 성서로75길 11  (이곡동),
주신기업,20031204,폐업 등,20041216,,,,,,,,,고무제품 제조업,5종,,대기배출업소관리,대구광역시 달서구 갈산동 358-180번지,,704170
성서공단1급정비,,폐업 등,20081118,,,,,,,,,자동차 수리업,5종,,대기배출업소관리,대구광역시 달서구 갈산동 146-20번지,,704900
선텍스타일,,폐업 등,20081118,,,,,,,,,기타 섬유제품 제조업,5종,,대기배출업소관리,대구광역시 달서구 신당동,,704920
보경섬유,,폐업 등,20081118,,,,,,,,,기타 섬유제품 제조업,5종,,대기배출업소관리,대구광역시 달서구 갈산동 259-2번지,,704901
한국엠피엘,20060414,폐업 등,20060414,,,,,,,,,,,,대기배출업소관리,대구광역시 달서구 갈산동 400-65번지,대구광역시 달서구 성서공단북로42길 19  (갈산동),704170
(주)풍정정공,20051114,운영중,,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달서구 월암동 1-22번지,대구광역시 달서구 성서서로19길 26  (월암동),
계영기업(주),20051201,폐업 등,20110518,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달서구 장동 306-27번지,대구광역시 달서구 성서동로45길 20  (장동),
화성세탁기,20051227,운영중,,,,,,,,,,"산업용 섬유세척, 염색, 정리 및 가공 기계 제조업",5종,,대기배출업소관리,대구광역시 달서구 파호동 91-3번지,대구광역시 달서구 달서대로109길 140 (파호동),
성림엔터프라이즈,20051227,운영중,,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달서구 장동 306-26번지,대구광역시 달서구 성서동로45길 18  (장동),
우성,20060208,폐업 등,20060210,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달서구 장동 306-31번지,대구광역시 달서구 성서공단로51길 68-8  (장동),704190
(주)파리크라상 대구지점,20060419,운영중,,,,,,,,,,빵류 및 곡분과자 제조업,5종,,대기배출업소관리,대구광역시 달서구 갈산동 969-3번지,대구광역시 달서구 성서로 255 (갈산동),
합동도장,20060821,폐업 등,20070214,,,,,,,,,도장 및 기타 피막처리업,5종,,대기배출업소관리,대구광역시 달서구 대천동 738번지,대구광역시 달서구 성서로 46  (대천동),704801
영풍분체산업,20060824,운영중,,,,,,,,,,,4종,,대기배출업소관리,대구광역시 달서구 갈산동 355-35번지,대구광역시 달서구 성서서로36길 17  (갈산동),
영신인더스트리(주),20060905,운영중,,,,,,,,,,도장및기타피막처리업,5종,,대기배출업소관리,대구광역시 달서구 갈산동 400-72번지,대구광역시 달서구 성서공단로21길 94 (갈산동),
태영산업,20061205,운영중,,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달서구 갈산동 211-40번지,대구광역시 달서구 성서공단로39길 53 (갈산동),
(주)원창기계,20061206,운영중,,,,,,,,,,재봉기 및 자수기 제조업,5종,,대기배출업소관리,대구광역시 달서구 대천동 1029번지,대구광역시 달서구 성서4차첨단로 370 (대천동),704801
영일분체도장,20061226,폐업 등,20120515,,,,,,,,,,4종,,대기배출업소관리,대구광역시 달서구 갈산동 358-136번지,대구광역시 달서구 달서대로88길 8-8  (갈산동),
신성툴스,20070316,폐업 등,20171121,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달서구 갈산동 100-178번지,대구광역시 달서구 달구벌대로250길 59 (갈산동),
신독엔지니어링(주),20070522,폐업 등,20160330,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달서구 대천동 587-11번지 661번지,,
(주)우진공업 제2공장,19010101,폐업 등,20081006,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 2차 39B 2L (월암동916-1),,703320
고려도금공업사,19010101,폐업 등,20060220,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 70B 9L (갈산동400-24),,704070
대우경금속공업사,19010101,폐업 등,20081006,,,,,,,,,,4종,,대기배출업소관리,대구광역시 달성군 화원읍 84-1B 5L,,704
덕수섬유,19010101,폐업 등,20081006,,,,,,,,,,4종,,대기배출업소관리,대구광역시 달성군 화원읍 314-3,,704200
삼우기업(주),19010101,폐업 등,20081008,,,,,,,,,,4종,,대기배출업소관리,대구광역시 달성군 화원읍 26B 3L (장동226-14),,704190
삼미화성산업사,19010101,폐업 등,20081118,,,,,,,,,,4종,,대기배출업소관리,대구광역시 달서구 갈산동 400-79번지,,704901
(주)윤성금속(구.아성금속공업사),19010101,폐업 등,20081006,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 27B 1L (월암동1-86),,704320
동강염직,19010101,폐업 등,20081006,,,,,,,,,,2종,,대기배출업소관리,대구광역시 달성군 화원읍 74B 2L (갈산동),,704070
대흥공업사,19010101,폐업 등,20081006,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 333-26),,704190
대동금속,19010101,폐업 등,20040701,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 32B (갈산동26-1),,704070
태흥섬유,19010101,폐업 등,20081008,,,,,,,,,,4종,,대기배출업소관리,대구광역시 달성군 화원읍 333-35,,704160
기나염직,19010101,폐업 등,20081118,,,,,,,,,,3종,,대기배출업소관리,대구광역시 달성군 화원읍 142-39,,704160
(주)우진섬유,19010101,폐업 등,20081006,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 142-46,,704160
한양산업사,19010101,폐업 등,20040627,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 36B 2L (장동333-27),,704190
태창강철,19010101,폐업 등,20081008,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 100-8),,704070
서만엔지니어링,19010101,폐업 등,20081008,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 70B (갈산동184-2),,704070
삼화산업사,19010101,폐업 등,20081008,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 180-55),,704180
삼정산업(주),19010101,폐업 등,20040701,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 50-1B 3L,,704
반도산업사,19010101,폐업 등,20081008,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 90B 1L,,704
문산연필,19010101,폐업 등,20081006,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 383,,704200
동인상사,19010101,폐업 등,20081006,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 42B 20L (2차) (월암동),,704320
동산베아링공업사,19010101,폐업 등,20081006,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 319-1),,704200
동광공업사,19010101,폐업 등,20081006,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 107B 1-3L (장동306-42),,704190
부광주물공업사,19010101,폐업 등,20050715,,,,,,,,,,4종,,대기배출업소관리,대구광역시 달서구 유천동 90-1번지,,704390
대한공업사,19010101,폐업 등,20040611,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 116,,704390
대천1급정비공장,19010101,폐업 등,20051213,,,,,,,,,,4종,,대기배출업소관리,대구광역시 달서구 대천동 489-3번지,,704800
대남제재사,19010101,폐업 등,20070130,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달서구 유천동 119번지,,704390
㈜청우목재산업,19010101,폐업 등,20050416,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달서구 대천동 442번지,대구광역시 달서구 조암남로32길 6  (대천동),704800
광림상사(주)(구.거림목재사),19010101,폐업 등,20081006,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 479-3,,704330
흥신재생공업,19010101,폐업 등,20081008,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 54B 2L,,704160
해봉산업사,19010101,폐업 등,20081008,,,,,,,,,,4종,,대기배출업소관리,대구광역시 달성군 화원읍 30B 1L(장동348-5),,704190
대우산업,19010101,폐업 등,20081006,,,,,,,,,,3종,,대기배출업소관리,대구광역시 달성군 화원읍 603-7,,704330
영풍제재소,19010101,폐업 등,20040706,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 36,,704390
영광제재소(구.창성산업사),19010101,폐업 등,20081008,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 37,,704390
세화금속공업(주),19010101,폐업 등,20040701,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 91,,704390
오성목재(구.삼진제재소),19010101,폐업 등,20081008,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 119,,704390
삼양화학공업사,19010101,폐업 등,20081008,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 481-3,,704330
창원기화기공업(주) 대구공장,19010101,폐업 등,20081008,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 3B 2L (신당동1095-11),,704200
제일산업사,19010101,폐업 등,20081008,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 146),,704070
일신산업사,19010101,폐업 등,20040601,,,,,,,,,,4종,,대기배출업소관리,대구광역시 달서구 유천동 93-2번지,,704390
영남싸이징,19010101,폐업 등,20081008,,,,,,,,,,3종,,대기배출업소관리,대구광역시 달성군 화원읍 104B 8L (장동386-3),,704190
신성플라스틱,19010101,폐업 등,20081008,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 74B 3L,,704070
세명공업사,19010101,폐업 등,20091221,,,,,,,,,기타 조립금속제품 제조업,5종,,대기배출업소관리,대구광역시 달서구 신당동 321-38번지,대구광역시 달서구 달구벌대로232길 47  (신당동),
선광안경공업사,19010101,폐업 등,20081008,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 67B 3L,,704
대일수지,19010101,폐업 등,20081006,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 355-21),,704070
대우산업,19010101,폐업 등,20081006,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 36B 5L,,704
은성토관,19850118,폐업 등,20091221,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달서구 장동 54-1번지,,
태광주철(주),19851030,폐업 등,20060518,,,,,,,,,,3종,,대기배출업소관리,대구광역시 달서구 갈산동 8-3번지,,704900
대화금속공업(주),19851213,폐업 등,20091218,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달서구 장동 333-56번지,,
금성염직공업(주),19851121,폐업 등,20091209,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달서구 갈산동 25번지,,
화성섬유,,폐업 등,20041207,,,,,,,,,그외 기타 섬유제품 제조업,3종,,대기배출업소관리,대구광역시 달서구 대천동 491-5번지,,704330
한국환경관리(주),,폐업 등,20060320,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달서구 대천동 493-4번지,,704330
대원경금속,,폐업 등,20040430,,,,,,,,,기타 금속처리업,5종,,대기배출업소관리,대구광역시 달서구 대천동 493-5번지,,704330
대천1급정비,,폐업 등,20051208,,,,,,,,,자동차 전문 수리업,5종,,대기배출업소관리,대구광역시 달서구 대천동 489-3번지,,704330
대경레미콘,,폐업 등,20061124,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달서구 유천동 194-1번지,,704390
대한방직(주)월배공장,,폐업 등,20070206,,,,,,,,,그외 기타 섬유제품 제조업,4종,,대기배출업소관리,대구광역시 달서구 유천동 103번지,,704390
(주)대건산업,,폐업 등,20081118,,,,,,,,,그외 기타 섬유제품 제조업,2종,,대기배출업소관리,대구광역시 달서구 월성동 1300번지,대구광역시 달서구 상원로 143  (월성동),704400
(주)보경합섬대구지점,,폐업 등,20031028,,,,,,,,,합성수지 및 기타 플라스틱물질 제조업,5종,,대기배출업소관리,대구광역시 달서구 대천동 938번지,대구광역시 달서구 조암남로32길 22  (대천동),704330
우정산업,,폐업 등,20081118,,,,,,,,,그외 기타 섬유제품 제조업,4종,,대기배출업소관리,대구광역시 달서구 진천동 24번지,,704360
유광염직,,폐업 등,20040708,,,,,,,,,그외 기타 섬유제품 제조업,2종,,대기배출업소관리,대구광역시 달서구 월성동 1407-1번지,,704400
우광부직,,폐업 등,20030529,,,,,,,,,그외 기타 섬유제품 제조업,5종,,대기배출업소관리,대구광역시 달서구 대천동 541-1번지,,704330
평화이엔지(주),19991214,폐업 등,20061219,,,,,,,,,"금속 열처리, 도금 및 기타 처리업",4종,,대기배출업소관리,대구광역시 달성군 논공읍 본리리 29-108번지,대구광역시 달성군 논공읍 논공로 511,711855
한국씰텍(주),19990722,폐업 등,20021126,,,,,,,,,고무 및 플라스틱제품 제조업,4종,,대기배출업소관리,대구광역시 달성군 옥포면 강림리,,711842
(주)성신텍스타일,20001018,폐업 등,20061201,,,,,,,,,기타 섬유제품 제조업,5종,,대기배출업소관리,대구광역시 달성군 논공읍 본리리 29-3번지,대구광역시 달성군 논공읍 논공로 516,711855
동림금속,20000828,폐업 등,20060724,,,,,,,,,"비철금속 압연, 압출 및 연신제품 제조업",4종,,대기배출업소관리,대구광역시 달성군 논공읍 본리리 103-22번지,대구광역시 달성군 논공읍 논공로91길 19,8
일신프라스틱(주),20001101,폐업 등,20180619,,,,,,,,,플라스틱제품 제조업,5종,,대기배출업소관리,대구광역시 달성군 논공읍 본리리 29-25번지,대구광역시 달성군 논공읍 논공로 518,
우성산업,20000907,운영중,,,,,,,,,,구조용 금속제품 제조업,4종,,대기배출업소관리,대구광역시 달성군 논공읍 본리리 29-186번지,대구광역시 달성군 논공읍 논공로 530,
대성산업,20000817,폐업 등,20040816,,,,,,,,,섬유사 및 직물호부처리업,4종,,대기배출업소관리,대구광역시 달성군 논공읍 북리 1-17번지,대구광역시 달성군 논공읍 논공로87길 127,
(주)농협아그로,20001019,폐업 등,20030725,,,,,,,,,종이 및 판지 제조업,5종,,대기배출업소관리,대구광역시 달성군 논공읍 본리리 29-134번지,대구광역시 달성군 논공읍 논공로69길 25,711855
금오금속,20000202,폐업 등,20070629,,,,,,,,,비철금속 주조업,4종,,대기배출업소관리,대구광역시 달성군 논공읍 상리 646번지 (공단외),대구광역시 달성군 논공읍 걸미1길 15-19  ((공단외)),711858
영남산업,20000526,폐업 등,20040907,,,,,,,,,고무제품 제조업,4종,,대기배출업소관리,대구광역시 달성군 구지면 고봉리 224-1번지 (공단외),대구광역시 달성군 구지면 과학동로42길 16  ((공단외)),711891
진선섬유,20001010,폐업 등,20020718,,,,,,,,,기타 섬유제품 제조업,5종,,대기배출업소관리,대구광역시 달성군 다사읍 서재리 104,,711810
(주)남환,20001016,폐업 등,20010205,,,,,,,,,섬유제품 제조업 봉제의복 제외,,,대기배출업소관리,대구광역시 달성군 구지면 고봉리 5-1번지,,711891
대동산업사,20001016,폐업 등,20010310,,,,,,,,,가공지 제조업,,,대기배출업소관리,대구광역시 달성군 논공읍 노이리 791-1번지,,711856
미성식품,20001016,폐업 등,20010131,,,,,,,,,기타 식료품 제조업,,,대기배출업소관리,대구광역시 달성군 논공읍 상리 793-4번지,,711858
영지산업,20001016,폐업 등,20020520,,,,,,,,,플라스틱제품 제조업,5종,,대기배출업소관리,대구광역시 달성군 하빈면 하산리 1138-4,,711820
유일산업(주),20001016,폐업 등,20020221,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 유가면 금리 136-4,,711882
달성경찰서,20001016,폐업 등,20020702,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 현풍면 중리 321-1,,711873
대구교도소,20001016,폐업 등,20040504,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 화원읍 천내리 472번지 (공단외),대구광역시 달성군 화원읍 비슬로 2624  ((공단외)),711836
환경시설공단서부환경사업소,20010208,폐업 등,20010208,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 현풍면 자모리 547번지,,711871
신일양로원,20001016,폐업 등,20040618,,,,,,,,,사회복지사업,5종,,대기배출업소관리,대구광역시 달성군 가창면 용계리 519번지 (공단외),,711860
