2015 년 행정구역 배출량,,,,,,,,,,,,,,
,,,,,,조사년도,오염물질,,,,,,,
,,,,,,2015년,2015년,2015년,2015년,2015년,2015년,2015년,2015년,"2015년 (단위:kg , 비산먼지 포함)"
시도,시군구,배출원대분류,배출원중분류,배출원소분류,연료대분류,CO,NOx,SOx,TSP,PM10,PM2.5,VOC,NH3,BC
경상북도,고령군,제조업 연소,기타,화합물 및 화학제품 제조업,LNG,,,,,,,,,
경상북도,고령군,제조업 연소,기타,고무 및 플라스틱 제품 제조업,LNG,,1,,,,,,,
경상북도,고령군,제조업 연소,기타,비금속광물제품 제조업,경유,358,"1,430",5,14,13,6,18,57,1
경상북도,고령군,제조업 연소,기타,비금속광물제품 제조업,LPG,5,16,,,,,1,,
경상북도,고령군,제조업 연소,기타,비금속광물제품 제조업,LNG,,1,,,,,,,
경상북도,고령군,제조업 연소,기타,제1차 금속산업,B-A유,43,427,327,6,5,3,2,7,
경상북도,고령군,제조업 연소,기타,제1차 금속산업,B-B유,20,83,143,4,4,2,5,3,
경상북도,고령군,제조업 연소,기타,제1차 금속산업,LNG,1,3,,,,,,,
경상북도,고령군,제조업 연소,기타,조립금속제품 제조업(기계 및 가구 제외),B-B유,5,20,34,1,1,,1,1,
경상북도,고령군,제조업 연소,기타,조립금속제품 제조업(기계 및 가구 제외),B-C유,116,"1,284","1,126",16,15,8,30,19,
경상북도,고령군,제조업 연소,기타,조립금속제품 제조업(기계 및 가구 제외),경유,12,47,,,,,1,2,
경상북도,고령군,제조업 연소,기타,조립금속제품 제조업(기계 및 가구 제외),LNG,1,1,,,,,,,
경상북도,고령군,제조업 연소,기타,기타 기계 및 장비 제조업,LNG,1,2,,,,,,,
경상북도,고령군,제조업 연소,기타,기타 전기기계 및 전기변환장치 제조업,LNG,,,,,,,,,
경상북도,고령군,제조업 연소,기타,"전자부품, 영상, 음향 및 통신장비 제조업",LNG,,,,,,,,,
경상북도,고령군,제조업 연소,기타,"의료, 정밀, 광학기기 및 시계 제조업",LNG,,,,,,,,,
경상북도,고령군,제조업 연소,기타,자동차 및 트레일러 제조업,LNG,,1,,,,,,,
경상북도,고령군,제조업 연소,기타,기타 운송장비 제조업,LNG,,,,,,,,,
경상북도,고령군,제조업 연소,기타,가구 및 기타제품 제조업,B-A유,10,95,73,1,1,1,,2,
경상북도,고령군,제조업 연소,기타,가구 및 기타제품 제조업,B-B유,43,176,304,9,8,3,11,7,
경상북도,고령군,제조업 연소,기타,가구 및 기타제품 제조업,B-C유,107,"1,181","1,023",15,14,8,27,17,
경상북도,고령군,제조업 연소,기타,가구 및 기타제품 제조업,경유,"1,075","4,300",16,43,39,18,54,172,2
경상북도,고령군,제조업 연소,기타,가구 및 기타제품 제조업,등유,5,21,,,,,1,1,
경상북도,고령군,제조업 연소,기타,가구 및 기타제품 제조업,LPG,380,"1,146",5,4,4,4,59,13,1
경상북도,고령군,제조업 연소,기타,가구 및 기타제품 제조업,LNG,,,,,,,,,
경상북도,고령군,생산공정,"목재,펄프 제조업",합판 생산,기타,,,,173,104,63,6,,
경상북도,고령군,생산공정,식음료 가공,"육류,생선가공",기타,,,,,,,173,,
경상북도,고령군,생산공정,식음료 가공,마가린과요리용지방,기타,,,,,,,"1,280",,
경상북도,고령군,생산공정,기타 제조업,유리(탄소제거공정),기타,10,443,288,10,9,8,21,,
경상북도,고령군,에너지수송 및 저장,휘발유 공급,주유소(주유시 포함),휘발유,,,,,,,"24,050",,
경상북도,고령군,유기용제 사용,도장시설,자동차 수리,기타,,,,,,,"6,298",,
경상북도,고령군,유기용제 사용,도장시설,건축 및 건물,기타,,,,,,,"114,908",,
경상북도,고령군,유기용제 사용,도장시설,코일 코팅,기타,,,,,,,"135,971",,
경상북도,고령군,유기용제 사용,도장시설,"나무,가구제조",기타,,,,,,,"34,257",,
경상북도,고령군,유기용제 사용,도장시설,기타 산업용 도장공정,기타,,,,,,,"16,199",,
경상북도,고령군,유기용제 사용,도장시설,기타 비산업용 도장공정,기타,,,,,,,"101,617",,
경상북도,고령군,유기용제 사용,세정시설,금속 세정공정,기타,,,,,,,"29,226",,
경상북도,고령군,유기용제 사용,세정시설,전자부품 제조,기타,,,,,,,197,,
경상북도,고령군,유기용제 사용,세정시설,기타 산업용 세정공정,기타,,,,,,,"33,346",,
경상북도,고령군,유기용제 사용,세탁시설,세탁(드라이크리닝),기타,,,,,,,"7,324",,
경상북도,고령군,유기용제 사용,기타 유기용제사용,인쇄업,기타,,,,,,,"8,931",,
경상북도,고령군,유기용제 사용,기타 유기용제사용,가정 및 상업용 유기용제사용,기타,,,,,,,"91,328",,
경상북도,고령군,유기용제 사용,기타 유기용제사용,아스팔트 도로 포장,기타,,,,,,,648,,
경상북도,고령군,도로이동오염원,승용차,경형,휘발유,"20,297",758,7,,,,"1,692","1,515",
경상북도,고령군,도로이동오염원,승용차,경형,LPG,116,34,1,,,,4,,
경상북도,고령군,도로이동오염원,승용차,소형,경유,69,"1,578",1,28,28,26,17,2,15
경상북도,고령군,도로이동오염원,승용차,소형,휘발유,"10,491","3,490",7,1,1,1,"1,635","1,400",
경상북도,고령군,도로이동오염원,승용차,소형,LPG,49,16,,,,,2,,
경상북도,고령군,도로이동오염원,승용차,중형,경유,473,"15,859",6,39,39,36,238,16,20
경상북도,고령군,도로이동오염원,승용차,중형,휘발유,"23,032","7,583",31,14,14,12,"4,623","6,129",3
경상북도,고령군,도로이동오염원,승용차,중형,LPG,"9,618","2,600",12,,,,280,,
경상북도,고령군,도로이동오염원,승용차,대형,경유,196,"6,005",,18,18,16,97,,9
경상북도,고령군,도로이동오염원,승용차,대형,휘발유,"14,727","4,674",21,13,13,12,"2,807","4,121",3
경상북도,고령군,도로이동오염원,승용차,대형,LPG,"2,478",654,3,,,,68,,
경상북도,고령군,도로이동오염원,택시,중형,LPG,559,190,4,,,,29,,
경상북도,고령군,도로이동오염원,택시,대형,LPG,,,,,,,,,
경상북도,고령군,도로이동오염원,승합차,경형,휘발유,10,3,,,,,2,1,
경상북도,고령군,도로이동오염원,승합차,경형,LPG,878,52,,,,,24,,
경상북도,고령군,도로이동오염원,승합차,소형,경유,570,"7,000",2,242,242,222,119,6,128
경상북도,고령군,도로이동오염원,승합차,소형,LPG,164,38,,,,,6,,
경상북도,고령군,도로이동오염원,승합차,중형,경유,"3,049","9,653",3,276,276,254,808,3,146
경상북도,고령군,도로이동오염원,승합차,대형,경유,"2,033","7,469",4,92,92,85,235,2,65
경상북도,고령군,도로이동오염원,승합차,특수,경유,976,"6,014",2,89,89,82,254,2,63
경상북도,고령군,도로이동오염원,버스,시내버스,경유,"1,683","5,128",3,36,36,33,66,3,26
경상북도,고령군,도로이동오염원,버스,시내버스,CNG,168,"2,800",,,,,"3,306",,
경상북도,고령군,도로이동오염원,버스,시외버스,경유,"9,234","33,850",15,396,396,365,"1,009",20,281
경상북도,고령군,도로이동오염원,버스,전세버스,경유,"5,899","20,561",10,211,211,194,504,13,150
경상북도,고령군,도로이동오염원,버스,고속버스,경유,32,110,,2,2,2,4,,1
경상북도,고령군,도로이동오염원,화물차,경형,휘발유,18,6,,,,,2,2,
경상북도,고령군,도로이동오염원,화물차,경형,LPG,"2,689",157,1,,,,71,,
경상북도,고령군,도로이동오염원,화물차,소형,경유,"9,774","70,277",22,"2,832","2,832","2,605","1,860",62,"1,497"
경상북도,고령군,도로이동오염원,화물차,소형,휘발유,5,2,,,,,,,
경상북도,고령군,도로이동오염원,화물차,소형,LPG,"1,405",353,,,,,53,,
경상북도,고령군,도로이동오염원,화물차,중형,경유,"40,692","94,051",65,"3,073","3,073","2,828","11,836",29,655
경상북도,고령군,도로이동오염원,화물차,대형,경유,"91,367","437,336",121,"15,837","15,837","14,570","20,937",144,"11,237"
경상북도,고령군,도로이동오염원,화물차,대형,휘발유,153,21,,,,,10,,
경상북도,고령군,도로이동오염원,화물차,특수,경유,"19,606","62,159",45,"1,439","1,439","1,324","5,462",19,"1,021"
경상북도,고령군,도로이동오염원,화물차,특수,CNG,738,"1,687",,,,,"1,533",,
경상북도,고령군,도로이동오염원,화물차,덤프트럭,경유,"9,126","50,487",15,"1,401","1,401","1,289","2,101",18,994
경상북도,고령군,도로이동오염원,화물차,콘크리트믹서트럭,경유,"2,685","15,009",5,418,418,384,617,6,296
경상북도,고령군,도로이동오염원,특수차,구난차,경유,73,160,,5,5,5,21,,4
경상북도,고령군,도로이동오염원,특수차,견인차,경유,"1,761","4,617",3,126,126,116,520,4,89
경상북도,고령군,도로이동오염원,특수차,기타,경유,980,"3,556",3,67,67,62,292,3,48
경상북도,고령군,도로이동오염원,RV,소형,경유,"3,576","58,588",19,"1,148","1,148","1,057",931,55,607
경상북도,고령군,도로이동오염원,RV,소형,휘발유,570,112,,,,,171,,
경상북도,고령군,도로이동오염원,RV,소형,LPG,"6,559","1,708",3,,,,216,,
경상북도,고령군,도로이동오염원,RV,중형,경유,"9,884","35,539",11,"1,511","1,511","1,390","1,084",31,799
경상북도,고령군,도로이동오염원,RV,중형,휘발유,42,9,,,,,13,,
경상북도,고령군,도로이동오염원,RV,중형,LPG,"2,348",656,1,,,,67,,
경상북도,고령군,도로이동오염원,이륜차,50cc 미만,휘발유,"9,378",46,1,,,,539,3,
경상북도,고령군,도로이동오염원,이륜차,50cc 이상,휘발유,"34,216","2,630",7,,,,"2,563",45,
경상북도,고령군,도로이동오염원,이륜차,100cc 이상,휘발유,"33,790","2,598",7,,,,"2,531",44,
경상북도,고령군,도로이동오염원,이륜차,260cc 이상,휘발유,616,119,,,,,64,2,
경상북도,고령군,비도로이동오염원,농업기계,경운기,경유,"7,318","14,635",3,"1,464","1,464","1,346","2,195",43,"1,038"
경상북도,고령군,비도로이동오염원,농업기계,콤바인,경유,"1,055","1,951",1,236,236,217,230,9,168
경상북도,고령군,비도로이동오염원,농업기계,분무기류,경유,"12,433","24,865",5,"2,487","2,487","2,287","3,730",73,"1,764"
경상북도,고령군,비도로이동오염원,농업기계,양수기,경유,"16,786","33,572",7,"3,357","3,357","3,088","5,036",99,"2,382"
경상북도,고령군,비도로이동오염원,농업기계,탈곡기,경유,"2,265","4,530",1,453,453,417,679,13,321
경상북도,고령군,비도로이동오염원,농업기계,파종기,경유,82,164,,16,16,15,25,,12
경상북도,고령군,비도로이동오염원,농업기계,트랙터,경유,"11,520","36,417",13,"1,812","1,812","1,668","2,230",139,"1,286"
경상북도,고령군,비도로이동오염원,농업기계,이앙기,경유,605,"1,210",,121,121,111,181,4,86
경상북도,고령군,비도로이동오염원,건설장비,불도저,경유,609,"1,200",,65,65,60,190,,46
경상북도,고령군,비도로이동오염원,건설장비,로우더,경유,"2,797","5,561",2,298,298,274,754,2,211
경상북도,고령군,비도로이동오염원,건설장비,지게차,경유,"13,013","27,419",11,"1,545","1,545","1,421","3,716",8,"1,096"
경상북도,고령군,비도로이동오염원,건설장비,굴삭기,경유,"13,910","27,139",13,"1,474","1,474","1,356","3,147",10,"1,046"
경상북도,고령군,비도로이동오염원,건설장비,기중기,경유,"1,866","6,076",2,237,237,218,712,1,168
경상북도,고령군,비도로이동오염원,건설장비,콘크리트펌프,경유,"1,155","2,026",2,48,48,44,360,1,34
경상북도,고령군,비도로이동오염원,건설장비,로울러,경유,689,"1,355",,76,76,70,200,,54
경상북도,고령군,비도로이동오염원,건설장비,공기압축기,경유,683,"2,223",1,86,86,79,289,1,61
경상북도,고령군,비도로이동오염원,건설장비,천공기,경유,372,"1,220",,47,47,44,155,,34
경상북도,고령군,폐기물처리,폐기물소각,생활폐기물,기타,"3,380","12,167","2,704",338,245,172,135,,3
경상북도,고령군,폐기물처리,폐기물소각,사업장폐기물(플레어링 제외),기타,"3,907","11,705","1,597",596,431,388,"168,861",,6
경상북도,고령군,폐기물처리,기타 폐기물 처리,산업폐수 처리,기타,,,,,,,,11,
경상북도,고령군,폐기물처리,기타 폐기물 처리,주거와 상업폐수 처리,기타,,,,,,,,5,
경상북도,고령군,폐기물처리,기타 폐기물 처리,매립,기타,,,,,,,"6,200",,
경상북도,고령군,농업,비료사용농경지,농경지,,,,,,,,,"74,441",
경상북도,고령군,농업,분뇨관리,젖소,기타,,,,,,,,"11,636",
경상북도,고령군,농업,분뇨관리,일반 소,기타,,,,,,,,"199,470",
경상북도,고령군,농업,분뇨관리,돼지,기타,,,,,,,,"923,362",
경상북도,고령군,농업,분뇨관리,닭,기타,,,,,,,,"44,311",
경상북도,고령군,농업,분뇨관리,기타 가금류,기타,,,,,,,,8,
경상북도,고령군,농업,분뇨관리,양 및 염소,기타,,,,,,,,762,
경상북도,고령군,농업,분뇨관리,기제류,기타,,,,,,,,71,
경상북도,고령군,농업,분뇨관리,모피동물,기타,,,,,,,,78,
경상북도,고령군,농업,분뇨관리,기타,기타,,,,,,,,"1,377",
경상북도,고령군,기타 면오염원,산불 및 화재,산불,기타,"2,143",61,,261,166,149,368,,14
경상북도,고령군,기타 면오염원,산불 및 화재,일반화재,기타,"14,573",343,,941,598,538,"1,205",,24
경상북도,고령군,기타 면오염원,동물,인간,기타,,,,,,,,"8,649",
경상북도,고령군,비산먼지,도로재비산먼지,승용차,기타,,,,"106,680","20,477","4,954",,,52
경상북도,고령군,비산먼지,도로재비산먼지,택시,기타,,,,"3,854",740,179,,,2
경상북도,고령군,비산먼지,도로재비산먼지,승합차,기타,,,,"6,593","1,266",306,,,3
경상북도,고령군,비산먼지,도로재비산먼지,버스,기타,,,,"7,061","1,355",328,,,3
경상북도,고령군,비산먼지,도로재비산먼지,화물차,기타,,,,"83,562","16,040","3,881",,,41
경상북도,고령군,비산먼지,도로재비산먼지,특수차,기타,,,,"1,274",245,59,,,1
경상북도,고령군,비산먼지,도로재비산먼지,RV,기타,,,,"48,385","9,287","2,247",,,23
경상북도,고령군,비산먼지,건설공사,주거시설,기타,,,,"4,966","3,407",341,,,
경상북도,고령군,비산먼지,건설공사,비주거시설,기타,,,,"46,269","31,740","3,174",,,
경상북도,고령군,비산먼지,나대지,학교운동장,기타,,,,"59,225","23,098","3,465",,,1
경상북도,고령군,비산먼지,하역 및 야적,알갱이 성상,기타,,,,4,1,,,,
경상북도,고령군,비산먼지,농업활동,경지정리,기타,,,,"12,894","5,810","1,162",,,
경상북도,고령군,비산먼지,농업활동,수확,기타,,,,"90,935","27,852","5,570",,,1
경상북도,고령군,비산먼지,축산활동,젖소,기타,,,,511,170,109,,,6
경상북도,고령군,비산먼지,축산활동,한육우,기타,,,,"9,847","3,282","2,188",,,113
경상북도,고령군,비산먼지,축산활동,닭,기타,,,,"22,896","7,636",997,,,
경상북도,고령군,비산먼지,축산활동,돼지,기타,,,,"102,079","34,026","5,563",,,1
경상북도,고령군,비산먼지,폐기물처리,건설폐기물 재활용시설,기타,,,,"184,043","50,232","5,023",,,
경상북도,고령군,비산먼지,비포장도로 비산먼지,승용차,기타,,,,"11,691",985,99,,,1
경상북도,고령군,비산먼지,비포장도로 비산먼지,택시,기타,,,,"123,838","10,438","1,044",,,12
경상북도,고령군,비산먼지,비포장도로 비산먼지,승합차,기타,,,,532,45,4,,,
경상북도,고령군,비산먼지,비포장도로 비산먼지,버스,기타,,,,"132,019","11,128","1,113",,,13
경상북도,고령군,비산먼지,비포장도로 비산먼지,화물차,기타,,,,"61,397","5,175",518,,,6
경상북도,고령군,비산먼지,비포장도로 비산먼지,특수차,기타,,,,"3,003",253,25,,,
경상북도,고령군,비산먼지,비포장도로 비산먼지,RV,기타,,,,"1,666",140,14,,,
경상북도,고령군,생물성 연소,노천 소각,생활폐기물 소각,기타,"13,598","1,782",,"4,346","2,975","2,638","14,531",7,111
경상북도,고령군,생물성 연소,농업잔재물 소각,과수,기타,"7,775",454,,"1,023",601,509,"8,988",,161
경상북도,고령군,생물성 연소,농업잔재물 소각,두류,기타,"1,280",31,,"2,425",967,817,"2,210",2,129
경상북도,고령군,생물성 연소,농업잔재물 소각,잡곡,기타,"4,906",103,,298,111,91,462,,24
경상북도,고령군,생물성 연소,농업잔재물 소각,채소,기타,"62,762","1,322",,"3,812","1,426","1,166","5,911",,308
경상북도,고령군,생물성 연소,농업잔재물 소각,특용작물,기타,"95,321","3,798",,"20,133","7,308","6,152","19,856",4,832
경상북도,고령군,생물성 연소,농업잔재물 소각,맥류,기타,"3,346",146,,712,440,292,872,,18
경상북도,고령군,생물성 연소,고기 및 생선구이,쇠고기,기타,2,1,,104,104,97,11,,4
경상북도,고령군,생물성 연소,고기 및 생선구이,돼지고기,기타,5,4,1,243,243,221,68,,9
경상북도,고령군,생물성 연소,고기 및 생선구이,닭고기,기타,,,,13,13,12,2,,1
경상북도,고령군,생물성 연소,고기 및 생선구이,오리고기,기타,1,,,22,22,20,13,,1
경상북도,고령군,생물성 연소,목재난로및보일러,화목난로및보일러,기타,"136,897","1,258",123,"11,872","5,175","3,287","39,313",13,617
경상북도,고령군,생물성 연소,목재난로및보일러,펠렛난로및보일러,기타,"43,770","4,430",60,"1,523","1,106",834,"13,739",6,83
경상북도,고령군,생물성 연소,아궁이,장작,기타,"13,176","1,313",21,297,144,119,"3,515",2,31
경상북도,고령군,생물성 연소,아궁이,생활폐기물,기타,"1,199",193,4,173,140,102,775,3,3
경상북도,고령군,생물성 연소,아궁이,농업잔재물,기타,"5,731",256,6,106,96,84,"1,334",1,10
경상북도,고령군,생물성 연소,숯가마,숯가마,기타,"22,898",33,25,"6,048","5,746","5,443","4,101",,859
경상북도,성주군,비산업 연소,상업 및 공공기관시설,기타,B-C유,6,61,54,2,1,,2,1,
경상북도,성주군,비산업 연소,상업 및 공공기관시설,기타,경유,"1,539","6,155",24,44,40,26,77,246,3
경상북도,성주군,비산업 연소,상업 및 공공기관시설,기타,등유,118,425,2,1,1,1,6,19,
경상북도,성주군,비산업 연소,상업 및 공공기관시설,기타,LPG,429,"2,083",9,7,7,7,113,24,3
경상북도,성주군,비산업 연소,주거용시설,기타,무연탄,"198,648","35,966","63,543","3,702","2,839","1,479",247,2,28
경상북도,성주군,비산업 연소,주거용시설,기타,경유,"1,502","6,008",23,426,390,249,75,240,25
경상북도,성주군,비산업 연소,주거용시설,기타,등유,"4,364","15,710",74,349,320,300,218,698,30
경상북도,성주군,비산업 연소,주거용시설,기타,LPG,290,"1,406",6,46,46,46,76,17,18
경상북도,성주군,비산업 연소,농업.축산.수산업시설,기타,B-B유,200,823,"1,419",400,367,160,64,32,2
경상북도,성주군,비산업 연소,농업.축산.수산업시설,기타,B-C유,15,171,152,42,39,12,5,2,
경상북도,성주군,비산업 연소,농업.축산.수산업시설,기타,경유,948,"3,792",15,269,246,157,47,152,16
경상북도,성주군,비산업 연소,농업.축산.수산업시설,기타,등유,624,"2,247",11,50,46,43,31,100,4
경상북도,성주군,제조업 연소,공정로,아스팔트 콘크리트 생산,B-C유,399,"4,416","3,909",286,262,145,102,64,1
경상북도,성주군,제조업 연소,기타,광업,경유,68,270,1,3,2,1,3,11,
경상북도,성주군,제조업 연소,기타,"음,식료품 제조업",B-B유,34,139,239,7,6,3,9,5,
경상북도,성주군,제조업 연소,기타,"음,식료품 제조업",LPG,2,7,,,,,,,
경상북도,성주군,제조업 연소,기타,"섬유제품제조업(봉제,의복 제외)",B-B유,12,49,84,2,2,1,3,2,
경상북도,성주군,제조업 연소,기타,"섬유제품제조업(봉제,의복 제외)",B-C유,52,573,343,6,6,3,13,8,
경상북도,성주군,제조업 연소,기타,비금속광물제품 제조업,경유,56,223,1,2,2,1,3,9,
경상북도,성주군,제조업 연소,기타,가구 및 기타제품 제조업,B-C유,111,"1,231","1,090",16,14,8,29,18,
경상북도,성주군,제조업 연소,기타,가구 및 기타제품 제조업,LPG,985,"2,967",13,9,9,9,154,33,4
경상북도,성주군,생산공정,"목재,펄프 제조업",합판 생산,기타,,,,103,62,37,4,,
경상북도,성주군,생산공정,식음료 가공,"육류,생선가공",기타,,,,,,,28,,
경상북도,성주군,생산공정,식음료 가공,마가린과요리용지방,기타,,,,,,,896,,
경상북도,성주군,생산공정,기타 제조업,유리(탄소제거공정),기타,201,"8,633","5,622",201,168,151,402,,
경상북도,성주군,생산공정,기타 제조업,석회(탄소제거공정),기타,,,"2,712",457,289,260,,,6
경상북도,성주군,에너지수송 및 저장,휘발유 공급,주유소(주유시 포함),휘발유,,,,,,,"36,331",,
경상북도,성주군,유기용제 사용,도장시설,자동차 수리,기타,,,,,,,"6,051",,
경상북도,성주군,유기용제 사용,도장시설,건축 및 건물,기타,,,,,,,"336,408",,
경상북도,성주군,유기용제 사용,도장시설,코일 코팅,기타,,,,,,,"133,737",,
경상북도,성주군,유기용제 사용,도장시설,"나무,가구제조",기타,,,,,,,"19,938",,
경상북도,성주군,유기용제 사용,도장시설,기타 산업용 도장공정,기타,,,,,,,"26,167",,
경상북도,성주군,유기용제 사용,도장시설,기타 비산업용 도장공정,기타,,,,,,,"156,202",,
경상북도,성주군,유기용제 사용,세정시설,금속 세정공정,기타,,,,,,,"6,916",,
경상북도,성주군,유기용제 사용,세정시설,전자부품 제조,기타,,,,,,,434,,
경상북도,성주군,유기용제 사용,세정시설,기타 산업용 세정공정,기타,,,,,,,"52,801",,
경상북도,성주군,유기용제 사용,세탁시설,세탁(드라이크리닝),기타,,,,,,,"10,376",,
경상북도,성주군,유기용제 사용,기타 유기용제사용,인쇄업,기타,,,,,,,"3,193",,
경상북도,성주군,유기용제 사용,기타 유기용제사용,가정 및 상업용 유기용제사용,기타,,,,,,,"118,877",,
경상북도,성주군,유기용제 사용,기타 유기용제사용,아스팔트 도로 포장,기타,,,,,,,275,,
경상북도,성주군,도로이동오염원,승용차,경형,휘발유,"33,336","1,142",10,,,,"2,443","2,289",
경상북도,성주군,도로이동오염원,승용차,경형,LPG,170,49,1,,,,6,,
경상북도,성주군,도로이동오염원,승용차,소형,경유,95,"2,110",1,36,36,34,24,2,19
경상북도,성주군,도로이동오염원,승용차,소형,휘발유,"15,154","4,850",9,1,1,1,"2,247","1,956",
경상북도,성주군,도로이동오염원,승용차,소형,LPG,68,21,,,,,3,,
경상북도,성주군,도로이동오염원,승용차,중형,경유,632,"20,467",7,52,52,47,321,21,27
경상북도,성주군,도로이동오염원,승용차,중형,휘발유,"33,390","10,554",41,18,18,16,"6,217","8,555",3
경상북도,성주군,도로이동오염원,승용차,중형,LPG,"12,943","3,420",15,,,,366,,
경상북도,성주군,도로이동오염원,승용차,대형,경유,247,"7,506",,22,22,20,122,,12
경상북도,성주군,도로이동오염원,승용차,대형,휘발유,"20,684","6,412",27,18,18,16,"3,711","5,705",3
경상북도,성주군,도로이동오염원,승용차,대형,LPG,"3,326",860,4,,,,88,,
경상북도,성주군,도로이동오염원,택시,중형,LPG,513,242,4,,,,25,,
경상북도,성주군,도로이동오염원,승합차,경형,휘발유,12,3,,,,,2,1,
경상북도,성주군,도로이동오염원,승합차,경형,LPG,"1,291",75,,,,,36,,
경상북도,성주군,도로이동오염원,승합차,소형,경유,788,"9,565",3,341,341,313,170,8,180
경상북도,성주군,도로이동오염원,승합차,소형,LPG,243,54,,,,,8,,
경상북도,성주군,도로이동오염원,승합차,중형,경유,"3,794","11,995",4,342,342,315,"1,006",4,181
경상북도,성주군,도로이동오염원,승합차,대형,경유,"2,790","10,250",5,126,126,116,322,2,89
경상북도,성주군,도로이동오염원,승합차,특수,경유,"1,258","7,801",3,116,116,106,327,2,82
경상북도,성주군,도로이동오염원,버스,시내버스,경유,"2,113","6,456",3,46,46,42,84,4,32
경상북도,성주군,도로이동오염원,버스,시내버스,CNG,207,"3,333",,,,,"3,893",,
경상북도,성주군,도로이동오염원,버스,시외버스,경유,"13,232","48,500",21,567,567,522,"1,445",29,402
경상북도,성주군,도로이동오염원,버스,전세버스,경유,"8,273","28,830",13,296,296,272,706,18,210
경상북도,성주군,도로이동오염원,버스,고속버스,경유,46,158,,3,3,2,6,,2
경상북도,성주군,도로이동오염원,화물차,경형,휘발유,30,10,,,,,3,3,
경상북도,성주군,도로이동오염원,화물차,경형,LPG,"3,812",227,1,,,,103,,
경상북도,성주군,도로이동오염원,화물차,소형,경유,"16,219","112,281",36,"4,665","4,665","4,292","3,092",99,"2,467"
경상북도,성주군,도로이동오염원,화물차,소형,휘발유,10,3,,,,,1,,
경상북도,성주군,도로이동오염원,화물차,소형,LPG,"2,066",520,1,,,,78,,
경상북도,성주군,도로이동오염원,화물차,중형,경유,"60,359","138,878",97,"4,556","4,556","4,192","17,558",42,971
경상북도,성주군,도로이동오염원,화물차,대형,경유,"159,028","761,588",210,"27,582","27,582","25,375","36,415",251,"19,571"
경상북도,성주군,도로이동오염원,화물차,대형,휘발유,341,47,,,,,22,,
경상북도,성주군,도로이동오염원,화물차,특수,경유,"32,875","105,065",78,"2,424","2,424","2,230","9,157",32,"1,720"
경상북도,성주군,도로이동오염원,화물차,특수,CNG,"1,235","2,855",,,,,"2,594",,
경상북도,성주군,도로이동오염원,화물차,덤프트럭,경유,"16,383","90,894",27,"2,524","2,524","2,322","3,771",33,"1,791"
경상북도,성주군,도로이동오염원,화물차,콘크리트믹서트럭,경유,"5,168","28,865",9,803,803,739,"1,188",11,570
경상북도,성주군,도로이동오염원,특수차,구난차,경유,173,374,,12,12,11,50,,8
경상북도,성주군,도로이동오염원,특수차,견인차,경유,"2,453","6,434",5,175,175,161,725,6,124
경상북도,성주군,도로이동오염원,특수차,기타,경유,"1,473","5,291",4,100,100,92,439,5,71
경상북도,성주군,도로이동오염원,RV,소형,경유,"4,789","76,488",26,"1,556","1,556","1,431","1,261",73,823
경상북도,성주군,도로이동오염원,RV,소형,휘발유,963,166,,,,,233,,
경상북도,성주군,도로이동오염원,RV,소형,LPG,"8,826","2,238",4,,,,282,,
경상북도,성주군,도로이동오염원,RV,중형,경유,"13,348","46,860",14,"2,053","2,053","1,888","1,479",41,"1,085"
경상북도,성주군,도로이동오염원,RV,중형,휘발유,70,13,,,,,19,,
경상북도,성주군,도로이동오염원,RV,중형,LPG,"3,217",870,1,,,,89,,
경상북도,성주군,도로이동오염원,이륜차,50cc 미만,휘발유,"13,597",66,1,,,,781,4,
경상북도,성주군,도로이동오염원,이륜차,50cc 이상,휘발유,"80,018","6,151",17,,,,"5,993",105,
경상북도,성주군,도로이동오염원,이륜차,100cc 이상,휘발유,"44,393","3,413",9,,,,"3,325",58,
경상북도,성주군,도로이동오염원,이륜차,260cc 이상,휘발유,964,186,,,,,101,2,
경상북도,성주군,비도로이동오염원,농업기계,경운기,경유,"11,397","22,793",5,"2,279","2,279","2,097","3,419",67,"1,617"
경상북도,성주군,비도로이동오염원,농업기계,콤바인,경유,401,741,,90,90,83,87,3,64
경상북도,성주군,비도로이동오염원,농업기계,분무기류,경유,"24,264","48,529",10,"4,853","4,853","4,464","7,279",143,"3,443"
경상북도,성주군,비도로이동오염원,농업기계,양수기,경유,"35,485","70,970",15,"7,097","7,097","6,528","10,646",209,"5,035"
경상북도,성주군,비도로이동오염원,농업기계,탈곡기,경유,"2,100","4,200",1,420,420,386,630,12,298
경상북도,성주군,비도로이동오염원,농업기계,파종기,경유,113,225,,23,23,21,34,1,16
경상북도,성주군,비도로이동오염원,농업기계,트랙터,경유,"17,840","56,397",21,"2,805","2,805","2,582","3,453",216,"1,992"
경상북도,성주군,비도로이동오염원,농업기계,이앙기,경유,469,938,,94,94,86,141,3,67
경상북도,성주군,비도로이동오염원,건설장비,불도저,경유,933,"1,837",1,100,100,92,291,,71
경상북도,성주군,비도로이동오염원,건설장비,로우더,경유,"4,281","8,513",3,456,456,419,"1,155",2,323
경상북도,성주군,비도로이동오염원,건설장비,지게차,경유,"19,919","41,971",17,"2,365","2,365","2,176","5,688",12,"1,678"
경상북도,성주군,비도로이동오염원,건설장비,굴삭기,경유,"21,293","41,543",20,"2,256","2,256","2,076","4,817",15,"1,601"
