2015 년 행정구역 배출량,,,,,,,,,,,,,,
,,,,,,조사년도,오염물질,,,,,,,
,,,,,,2015년,2015년,2015년,2015년,2015년,2015년,2015년,2015년,"2015년 (단위:kg , 비산먼지 포함)"
시도,시군구,배출원대분류,배출원중분류,배출원소분류,연료대분류,CO,NOx,SOx,TSP,PM10,PM2.5,VOC,NH3,BC
서울특별시,중구,기타 면오염원,동물,인간,기타,,,,,,,,"31,433",
서울특별시,중구,비산먼지,도로재비산먼지,승용차,기타,,,,"99,530","19,105","4,622",,,48
서울특별시,중구,비산먼지,도로재비산먼지,택시,기타,,,,"36,975","7,097","1,717",,,18
서울특별시,중구,비산먼지,도로재비산먼지,승합차,기타,,,,"6,184","1,187",287,,,3
서울특별시,중구,비산먼지,도로재비산먼지,버스,기타,,,,"7,717","1,481",358,,,4
서울특별시,중구,비산먼지,도로재비산먼지,화물차,기타,,,,"38,901","7,467","1,807",,,19
서울특별시,중구,비산먼지,도로재비산먼지,특수차,기타,,,,102,20,5,,,
서울특별시,중구,비산먼지,도로재비산먼지,RV,기타,,,,"39,155","7,516","1,818",,,19
서울특별시,중구,비산먼지,건설공사,주거시설,기타,,,,"3,846","2,639",264,,,
서울특별시,중구,비산먼지,건설공사,비주거시설,기타,,,,"465,142","319,083","31,908",,,
서울특별시,중구,비산먼지,나대지,학교운동장,기타,,,,"61,188","23,863","3,580",,,1
서울특별시,중구,비산먼지,농업활동,수확,기타,,,,66,21,4,,,
서울특별시,중구,생물성 연소,노천 소각,생활폐기물 소각,기타,177,23,,56,39,34,189,,1
서울특별시,중구,생물성 연소,농업잔재물 소각,과수,기타,42,2,,5,2,1,21,,
서울특별시,중구,생물성 연소,농업잔재물 소각,두류,기타,2,,,4,2,1,3,,
서울특별시,중구,생물성 연소,농업잔재물 소각,잡곡,기타,21,,,1,,,2,,
서울특별시,중구,생물성 연소,농업잔재물 소각,채소,기타,547,12,,33,12,10,51,,3
서울특별시,중구,생물성 연소,농업잔재물 소각,특용작물,기타,82,3,,48,18,15,48,,2
서울특별시,중구,생물성 연소,고기 및 생선구이,쇠고기,기타,36,30,6,"2,364","2,364","2,203",250,,89
서울특별시,중구,생물성 연소,고기 및 생선구이,돼지고기,기타,122,87,19,"5,538","5,538","5,031","1,556",,204
서울특별시,중구,생물성 연소,고기 및 생선구이,닭고기,기타,2,1,,301,301,283,44,,11
서울특별시,중구,생물성 연소,고기 및 생선구이,오리고기,기타,16,10,2,494,494,456,290,,18
서울특별시,중구,생물성 연소,목재난로및보일러,화목난로및보일러,기타,"1,766",16,2,152,67,43,516,,8
서울특별시,중구,생물성 연소,아궁이,장작,기타,152,15,,3,2,1,41,,
서울특별시,중구,생물성 연소,아궁이,생활폐기물,기타,14,2,,2,2,1,9,,
서울특별시,중구,생물성 연소,아궁이,농업잔재물,기타,66,3,,1,1,1,15,,
서울특별시,용산구,비산업 연소,상업 및 공공기관시설,기타,경유,"14,273","57,091","1,517",404,371,237,714,"2,284",24
서울특별시,용산구,비산업 연소,상업 및 공공기관시설,기타,등유,237,853,4,2,2,2,12,38,
서울특별시,용산구,비산업 연소,상업 및 공공기관시설,기타,LPG,470,"2,279",10,7,7,7,124,27,3
서울특별시,용산구,비산업 연소,상업 및 공공기관시설,기타,LNG,"21,807","126,071",341,102,102,102,"6,133","1,738",39
서울특별시,용산구,비산업 연소,상업 및 공공기관시설,가스히트펌프,LNG,"158,913","118,350",,,,,,,
서울특별시,용산구,비산업 연소,주거용시설,기타,무연탄,"20,592","3,728","6,587",384,294,153,26,,3
서울특별시,용산구,비산업 연소,주거용시설,기타,등유,345,"1,243",6,28,25,24,17,55,2
서울특별시,용산구,비산업 연소,주거용시설,기타,LPG,21,103,,3,3,3,6,1,1
서울특별시,용산구,비산업 연소,주거용시설,기타,LNG,"44,327","256,263",693,"2,078","2,078","2,078","12,467","3,532",798
서울특별시,용산구,비산업 연소,농업.축산.수산업시설,기타,경유,5,20,,1,1,1,,1,
서울특별시,용산구,제조업 연소,기타,"음,식료품 제조업",LNG,44,121,,,,,6,2,
서울특별시,용산구,제조업 연소,기타,"섬유제품제조업(봉제,의복 제외)",LNG,33,91,,,,,4,1,
서울특별시,용산구,제조업 연소,기타,봉제의복 및 모피제품 제조업,LNG,218,601,2,,,,29,8,
서울특별시,용산구,제조업 연소,기타,"가죽,가방 및 신발 제조업",LNG,25,69,,,,,3,1,
서울특별시,용산구,제조업 연소,기타,목재 및 나무제품 제조업(가구 제외),LNG,4,11,,,,,1,,
서울특별시,용산구,제조업 연소,기타,"펄프, 종이 및 종이제품 제조업",LNG,17,47,,,,,2,1,
서울특별시,용산구,제조업 연소,기타,"출판, 인쇄 및 기록매체 복제업",LNG,66,183,,,,,9,3,
서울특별시,용산구,제조업 연소,기타,화합물 및 화학제품 제조업,LNG,8,21,,,,,1,,
서울특별시,용산구,제조업 연소,기타,고무 및 플라스틱 제품 제조업,LNG,9,24,,,,,1,,
서울특별시,용산구,제조업 연소,기타,비금속광물제품 제조업,LNG,2,4,,,,,,,
서울특별시,용산구,제조업 연소,기타,제1차 금속산업,LNG,1,3,,,,,,,
서울특별시,용산구,제조업 연소,기타,조립금속제품 제조업(기계 및 가구 제외),LNG,18,51,,,,,2,1,
서울특별시,용산구,제조업 연소,기타,기타 기계 및 장비 제조업,LNG,20,54,,,,,3,1,
서울특별시,용산구,제조업 연소,기타,컴퓨터 및 사무용기기 제조업,LNG,7,20,,,,,1,,
서울특별시,용산구,제조업 연소,기타,기타 전기기계 및 전기변환장치 제조업,LNG,18,49,,,,,2,1,
서울특별시,용산구,제조업 연소,기타,"전자부품, 영상, 음향 및 통신장비 제조업",LNG,13,37,,,,,2,1,
서울특별시,용산구,제조업 연소,기타,"의료, 정밀, 광학기기 및 시계 제조업",LNG,42,116,,,,,6,2,
서울특별시,용산구,제조업 연소,기타,기타 운송장비 제조업,LNG,1,1,,,,,,,
서울특별시,용산구,제조업 연소,기타,가구 및 기타제품 제조업,경유,1,4,,,,,,,
서울특별시,용산구,제조업 연소,기타,가구 및 기타제품 제조업,LNG,48,133,,,,,6,2,
서울특별시,용산구,에너지수송 및 저장,휘발유 공급,주유소(주유시 포함),휘발유,,,,,,,"8,891",,
서울특별시,용산구,유기용제 사용,도장시설,자동차 수리,기타,,,,,,,"32,085",,
서울특별시,용산구,유기용제 사용,도장시설,건축 및 건물,기타,,,,,,,"100,767",,
서울특별시,용산구,유기용제 사용,도장시설,코일 코팅,기타,,,,,,,"33,760",,
서울특별시,용산구,유기용제 사용,도장시설,"나무,가구제조",기타,,,,,,,"4,622",,
서울특별시,용산구,유기용제 사용,도장시설,기타 산업용 도장공정,기타,,,,,,,"3,490",,
서울특별시,용산구,유기용제 사용,도장시설,기타 비산업용 도장공정,기타,,,,,,,"13,462",,
서울특별시,용산구,유기용제 사용,세정시설,전자부품 제조,기타,,,,,,,"1,184",,
서울특별시,용산구,유기용제 사용,세탁시설,세탁(드라이크리닝),기타,,,,,,,"109,256",,
서울특별시,용산구,유기용제 사용,기타 유기용제사용,인쇄업,기타,,,,,,,"63,503",,
서울특별시,용산구,유기용제 사용,기타 유기용제사용,가정 및 상업용 유기용제사용,기타,,,,,,,"616,023",,
서울특별시,용산구,유기용제 사용,기타 유기용제사용,아스팔트 도로 포장,기타,,,,,,,"1,601",,
서울특별시,용산구,도로이동오염원,승용차,경형,휘발유,"60,351","4,377",23,1,1,1,"9,440","3,618",
서울특별시,용산구,도로이동오염원,승용차,경형,LPG,331,64,1,,,,21,,
서울특별시,용산구,도로이동오염원,승용차,소형,경유,261,"3,547",1,63,63,58,70,2,33
서울특별시,용산구,도로이동오염원,승용차,소형,휘발유,"100,699","15,308",16,1,1,1,"14,366","2,566",
서울특별시,용산구,도로이동오염원,승용차,소형,LPG,341,60,,,,,16,,
서울특별시,용산구,도로이동오염원,승용차,중형,경유,"1,695","32,397",17,133,133,123,"1,001",26,70
서울특별시,용산구,도로이동오염원,승용차,중형,휘발유,"229,014","36,480",81,23,23,21,"36,126","12,659",4
서울특별시,용산구,도로이동오염원,승용차,중형,LPG,"27,923","5,087",15,,,,"1,036",,
서울특별시,용산구,도로이동오염원,승용차,대형,경유,667,"11,601",,55,55,51,374,,29
서울특별시,용산구,도로이동오염원,승용차,대형,휘발유,"163,032","23,625",64,26,26,24,"22,759","9,899",5
서울특별시,용산구,도로이동오염원,승용차,대형,LPG,"8,462","1,418",4,,,,281,,
서울특별시,용산구,도로이동오염원,택시,중형,LPG,"8,625","2,250",47,,,,473,,
서울특별시,용산구,도로이동오염원,택시,대형,LPG,247,62,1,,,,15,,
서울특별시,용산구,도로이동오염원,승합차,경형,휘발유,131,40,,,,,45,5,
서울특별시,용산구,도로이동오염원,승합차,경형,LPG,"2,744",367,1,,,,201,,
서울특별시,용산구,도로이동오염원,승합차,소형,경유,"1,021","18,835",6,580,580,534,383,9,307
서울특별시,용산구,도로이동오염원,승합차,소형,LPG,"1,245",239,,,,,55,,
서울특별시,용산구,도로이동오염원,승합차,중형,경유,197,"2,166",1,9,9,8,44,,5
서울특별시,용산구,도로이동오염원,승합차,대형,경유,107,728,,3,3,3,10,,2
서울특별시,용산구,도로이동오염원,승합차,특수,경유,471,"2,880",1,29,29,27,122,1,21
서울특별시,용산구,도로이동오염원,버스,시내버스,CNG,"2,378","62,932",,,,,"73,087",,
서울특별시,용산구,도로이동오염원,버스,전세버스,경유,121,640,,4,4,3,9,,3
서울특별시,용산구,도로이동오염원,화물차,경형,휘발유,52,26,,,,,11,5,
서울특별시,용산구,도로이동오염원,화물차,경형,LPG,"8,126","1,369",5,,,,672,,
서울특별시,용산구,도로이동오염원,화물차,소형,경유,"11,228","143,568",44,"4,161","4,161","3,828","2,622",74,"2,201"
서울특별시,용산구,도로이동오염원,화물차,소형,휘발유,66,15,,,,,6,,
서울특별시,용산구,도로이동오염원,화물차,소형,LPG,"5,287","1,524",1,,,,296,,
서울특별시,용산구,도로이동오염원,화물차,중형,경유,"8,365","48,699",23,634,634,583,"2,102",10,135
서울특별시,용산구,도로이동오염원,화물차,대형,경유,130,"1,813",,12,12,11,20,,9
서울특별시,용산구,도로이동오염원,화물차,대형,휘발유,204,13,,,,,20,,
서울특별시,용산구,도로이동오염원,화물차,특수,경유,9,154,,1,1,1,3,,1
서울특별시,용산구,도로이동오염원,특수차,구난차,경유,116,263,,7,7,6,33,,5
서울특별시,용산구,도로이동오염원,특수차,견인차,경유,104,705,,8,8,7,34,,5
서울특별시,용산구,도로이동오염원,특수차,기타,경유,11,50,,1,1,1,3,,
서울특별시,용산구,도로이동오염원,RV,소형,경유,"11,216","129,764",49,"2,787","2,787","2,564","3,502",77,"1,474"
서울특별시,용산구,도로이동오염원,RV,소형,휘발유,"3,590",296,,,,,304,,
서울특별시,용산구,도로이동오염원,RV,소형,LPG,"28,797","6,012",6,,,,"1,239",,
서울특별시,용산구,도로이동오염원,RV,중형,경유,"27,380","102,090",31,"4,200","4,200","3,864","4,156",49,"2,221"
서울특별시,용산구,도로이동오염원,RV,중형,휘발유,951,81,,,,,123,,
서울특별시,용산구,도로이동오염원,RV,중형,LPG,"13,407","2,992",2,,,,542,,
서울특별시,용산구,도로이동오염원,이륜차,50cc 미만,휘발유,"15,638",76,1,,,,899,5,
서울특별시,용산구,도로이동오염원,이륜차,50cc 이상,휘발유,"87,380","6,717",19,,,,"6,545",115,
서울특별시,용산구,도로이동오염원,이륜차,100cc 이상,휘발유,"186,317","14,323",40,,,,"13,955",245,
서울특별시,용산구,도로이동오염원,이륜차,260cc 이상,휘발유,"19,288","3,729",8,,,,"2,019",48,
서울특별시,용산구,비도로이동오염원,철도,기관차,경유,"13,922","33,992",866,"2,197","2,197","2,021","5,630",58,"1,559"
서울특별시,용산구,비도로이동오염원,철도,동차,경유,280,714,20,51,51,47,100,3,36
서울특별시,용산구,비도로이동오염원,건설장비,불도저,경유,"1,381","2,719",1,148,148,136,431,1,105
서울특별시,용산구,비도로이동오염원,건설장비,로우더,경유,"6,337","12,600",5,675,675,621,"1,709",4,479
서울특별시,용산구,비도로이동오염원,건설장비,지게차,경유,"29,484","62,125",25,"3,500","3,500","3,220","8,419",18,"2,484"
서울특별시,용산구,비도로이동오염원,건설장비,굴삭기,경유,"31,517","61,491",30,"3,340","3,340","3,073","7,130",22,"2,370"
서울특별시,용산구,비도로이동오염원,건설장비,기중기,경유,"4,228","13,767",4,537,537,494,"1,613",3,381
서울특별시,용산구,비도로이동오염원,건설장비,콘크리트펌프,경유,"2,618","4,591",3,108,108,99,815,2,76
서울특별시,용산구,비도로이동오염원,건설장비,로울러,경유,"1,561","3,071",1,172,172,159,453,1,122
서울특별시,용산구,비도로이동오염원,건설장비,공기압축기,경유,"1,548","5,037",2,195,195,179,655,1,138
서울특별시,용산구,비도로이동오염원,건설장비,천공기,경유,844,"2,763",1,107,107,99,351,1,76
서울특별시,용산구,폐기물처리,폐기물소각,생활폐기물,기타,915,"3,294",732,91,66,60,37,,1
서울특별시,용산구,폐기물처리,폐기물소각,사업장폐기물(플레어링 제외),기타,,,,,,,,,
서울특별시,용산구,폐기물처리,기타 폐기물 처리,산업폐수 처리,기타,,,,,,,,1,
서울특별시,용산구,기타 면오염원,산불 및 화재,일반화재,기타,"27,807",655,,"1,795","1,141","1,027","2,300",,45
서울특별시,용산구,기타 면오염원,동물,인간,기타,,,,,,,,"58,336",
서울특별시,용산구,비산먼지,도로재비산먼지,승용차,기타,,,,"140,037","26,880","6,503",,,68
서울특별시,용산구,비산먼지,도로재비산먼지,택시,기타,,,,"36,594","7,024","1,699",,,18
서울특별시,용산구,비산먼지,도로재비산먼지,승합차,기타,,,,"4,803",922,223,,,2
서울특별시,용산구,비산먼지,도로재비산먼지,버스,기타,,,,"6,012","1,154",279,,,3
서울특별시,용산구,비산먼지,도로재비산먼지,화물차,기타,,,,"36,687","7,042","1,704",,,18
서울특별시,용산구,비산먼지,도로재비산먼지,특수차,기타,,,,80,15,4,,,
서울특별시,용산구,비산먼지,도로재비산먼지,RV,기타,,,,"55,324","10,620","2,569",,,27
서울특별시,용산구,비산먼지,건설공사,주거시설,기타,,,,"18,879","12,953","1,295",,,
서울특별시,용산구,비산먼지,건설공사,비주거시설,기타,,,,"56,274","38,603","3,860",,,
서울특별시,용산구,비산먼지,나대지,학교운동장,기타,,,,"90,168","35,166","5,275",,,1
서울특별시,용산구,비산먼지,농업활동,경지정리,기타,,,,15,7,1,,,
서울특별시,용산구,비산먼지,농업활동,수확,기타,,,,91,26,5,,,
서울특별시,용산구,생물성 연소,노천 소각,생활폐기물 소각,기타,199,26,,64,44,39,213,,2
서울특별시,용산구,생물성 연소,농업잔재물 소각,과수,기타,10,,,1,,,3,,
서울특별시,용산구,생물성 연소,농업잔재물 소각,두류,기타,1,,,1,,,1,,
서울특별시,용산구,생물성 연소,농업잔재물 소각,잡곡,기타,10,,,1,,,1,,
서울특별시,용산구,생물성 연소,농업잔재물 소각,채소,기타,62,1,,4,1,1,6,,
서울특별시,용산구,생물성 연소,농업잔재물 소각,특용작물,기타,25,1,,7,3,2,10,,
서울특별시,용산구,생물성 연소,고기 및 생선구이,쇠고기,기타,22,19,4,"1,444","1,444","1,346",153,,55
서울특별시,용산구,생물성 연소,고기 및 생선구이,돼지고기,기타,74,53,12,"3,383","3,383","3,074",951,,125
서울특별시,용산구,생물성 연소,고기 및 생선구이,닭고기,기타,1,1,,184,184,173,27,,7
서울특별시,용산구,생물성 연소,고기 및 생선구이,오리고기,기타,10,6,1,302,302,278,177,,11
서울특별시,용산구,생물성 연소,목재난로및보일러,화목난로및보일러,기타,"1,766",16,2,152,67,43,516,,8
서울특별시,용산구,생물성 연소,아궁이,장작,기타,152,15,,3,2,1,41,,
서울특별시,용산구,생물성 연소,아궁이,생활폐기물,기타,14,2,,2,2,1,9,,
서울특별시,용산구,생물성 연소,아궁이,농업잔재물,기타,66,3,,1,1,1,15,,
서울특별시,성동구,비산업 연소,상업 및 공공기관시설,기타,경유,"5,866","23,464",90,166,152,97,293,939,10
서울특별시,성동구,비산업 연소,상업 및 공공기관시설,기타,등유,"4,764","17,150",81,38,35,33,238,762,3
서울특별시,성동구,비산업 연소,상업 및 공공기관시설,기타,LPG,"3,452","16,745",76,55,55,55,908,197,21
서울특별시,성동구,비산업 연소,상업 및 공공기관시설,기타,LNG,"12,092","69,908",189,57,57,57,"3,401",964,22
서울특별시,성동구,비산업 연소,상업 및 공공기관시설,가스히트펌프,LNG,"137,097","102,102",,,,,,,
서울특별시,성동구,비산업 연소,주거용시설,기타,무연탄,"48,455","8,773","15,499",903,693,361,60,,7
서울특별시,성동구,비산업 연소,주거용시설,기타,등유,508,"1,828",9,41,37,35,25,81,3
